Rating,Review
4.0,"Nice fabric pure cotton good fitting
Only kurti no pants"
5.0,The cloth is just 👌love this product
5.0,Awesome kurti 😊
5.0,Nice 🙂👍👍👍👍
4.0,"Nice product,iam so happy tnqq for flipcard"
5.0,"Nice fitting, great fabric and very reasonably priced."
1.0,"Faded colour bad fitting ,waste if money"
4.0,Good product but colour was lighter than picture
5.0,Ok not bad
4.0,Color and quality is good. I suggest to go for the next size than your regular fit. If u are an M go for L.
3.0,Quality is good but colour is very dal
4.0,Very nice product...I'm very happy
5.0,Just awesome wow
4.0,Product is very good.material quality is good.
4.0,Same product as shown in picture
5.0,Nice kurta
5.0,Pure cotton dress. Just go for it.
5.0,It is good
3.0,Same as picture
3.0,Fabric was good but color of this kurti was dull 😑 so I'm not happy 😒
5.0,👍 Good
5.0,Superb quality 👍👍
5.0,It's totally paisa wasool deal go for it without any second thought 🤗🤗🤗🤗 I am very happy
5.0,Really nice material 👌
4.0,Good quality 💯
4.0,Febric quality is good
4.0,Go for
5.0,Nice brilliant👌👌
5.0,Awesome
5.0,Quality wise superb go of it same as shown in picture
1.0,Not bad but stitching is not good
5.0,Beautiful kurti👌🏻
4.0,Trusted thanks Flipkart
5.0,Very nice 👍👍👍 produ
5.0,Thank you so much flipkart
1.0,Pant not available dress 👗 avrge
5.0,Perfect 👌
5.0,"Good quality, nice colour"
5.0,"Fabric and colour are too good 😊😊
Design same as photo."
4.0,Nice pro
5.0,Just go for it
5.0,Superb cloth I don't accept but when delivered this dress I wear very comfortable and superb 👗
5.0,very beautiful produt very nice super
5.0,Very beautiful kurti
4.0,Good Quality.. loveitt✨
5.0,It's so comfortable
2.0,Not good
5.0,Awesome cloth and awesome fitting
5.0,This too superb nice product
5.0,Really dress is so good
4.0,Wow
3.0,saree is good but 1meter plain from waist side which is not looking good.
5.0,It has a matte finish and of course worth buying..
3.0,"I can go for it , saree is heavy and looks good"
5.0,Very nice sary
3.0,Saree length is short
5.0,Very very good produced
5.0,Very beautiful saree
5.0,Superb product.... I like it very much.......
4.0,"Quality is good about in this price
Colour dismatch little bit
But Oki...👍"
5.0,Paisa wasol saree very nice must buy
5.0,"The saree is super awesome, the pallu, the blouse the quality of the cloth and the quality of zari border, everything is just mind blowing. Can go for it without a second thought, i loved it. Thanks Flipkart🙏🏻"
5.0,Must buy it . everything is the same as shown
5.0,very nice material. Gorgeous looking saree
5.0,Really amazing. According to price very good
5.0,Very nice 😗
4.0,Ok ok
4.0,Good product 💯%
4.0,Looking gorgeous nd quality is also very good.
5.0,Very nice go for it without thinking
5.0,According to price osm ..go for it...value 4 money
5.0,Very good 💯
5.0,I am so happy and very good sharee
5.0,Awesome awesome awesome 👍
5.0,Very good product.
5.0,My mom likes very much
5.0,Beautiful❤❤. Thank you Filifcart
5.0,So beautiful saree
5.0,Amazing saree according to prize ....
5.0,Nice.....
5.0,Good saree cloth material is also good
5.0,Suppr
4.0,Very bright color good for functional ocassions..
5.0,Fabric quality is too good thanks Flipkart go for it guys
3.0,Thank you 👍
5.0,Biutiful saree 👌👌👌
3.0,I Love this saree
5.0,"Price according worth 👌

Go for it"
5.0,Good quality 😁
5.0,It is a good product
1.0,"Not good,not bad!! But OK"
5.0,Very good q5
5.0,Very nice saree I love Flipkart
4.0,"Thanks for you Flipkart very good saree amazing, 🤩🤩"
5.0,Very wonderful saree
3.0,It is good but very less pleats
3.0,Okay
5.0,Good. Osm quality. Loved it
5.0,"Nice saree.
Very comfortable.
Light weight.
Same as shown."
5.0,"Color and quality very good❤️❤️
Delivery very fast 👍"
5.0,It is so good product
5.0,"Very nice saree so soft
I like this product"
5.0,Beautiful saree 😍😍
3.0,Khub akta valo noii.... But tik achee
5.0,Awesome!!
5.0,Classic 😀
4.0,Product is very very good
5.0,I am totally satisfied with this product
5.0,Amazing saree
5.0,Very good saree
4.0,A very beautiful saree i loved it 😍
1.0,saree length short
1.0,Poor clothes
5.0,Amazing sarre
3.0,Cloth quality not good
5.0,"It's very beautiful 😍
I bought it for my wife and she is looking absolutely gorgeous is this outfit ❤️"
5.0,Feeting and size and colour and material is perfect according to price
5.0,Very beautiful can't take my eyes off.....
5.0,It's good 👍
5.0,Great job flipkart such an amazing experience
5.0,Very good Quality👍Must Buy
4.0,It's beautiful 😍
5.0,Super 😍👍
4.0,Nice dress 👗
3.0,Stitching is poor and fabric is not upto mark
5.0,Beautiful dress
5.0,Love this kurta set
5.0,Must bye
5.0,Very beautiful dress came beyond my expectations
5.0,thankyou so much
5.0,I loved it dress is so comfortable
5.0,Very good 👍 👏
5.0,Love it very very nice
5.0,"Fabric and colour are nice
I love it, 💗 price worthy"
5.0,💯 cotton thanks Flipkart
1.0,Waste of money do not take uncomfortable and colour fade
1.0,Poor stitching in the palazzo
4.0,Value of money
5.0,Simply wow
5.0,"Oumad-irtada
Awesome dress ❣️"
5.0,Supper clothes and nice colour i am very happy
5.0,"As you know not everything is perfect but I have to say in it everything is good 😍😍
I suggest everyone to buy it❤️❤️👌👌"
5.0,Superb i love it 🥰❤️🤗
5.0,The fabric of the suit is very good and looks very good and is same as in the photo in real
5.0,"Osam product I love it and its quality superb
Go for it
Do not thought about buying this product
Worth it product"
1.0,Cotton is not good
5.0,Nice product and amazing color.
1.0,bad quality
1.0,Bad quality
2.0,"Dull colour it's not as shown in picture, hight of the bottom is short ,not worthy for money as mentioned"
4.0,"Good febric, good meterial.. good to wear"
5.0,Perfect dress and fabric also I love it
4.0,nice design i like it
5.0,All is best
5.0,I am so happy love this product
4.0,Good quality......
3.0,Good product
5.0,Osm
5.0,Really loved the dress. Exactly the same as shown in the picture also the material of the cloth is very comfy. Go for it
1.0,Defective product
5.0,Very beautiful dress
5.0,Color and print are the same as the picture.... beautiful outfit
3.0,Dress colour is good. But the quality is not that great in this price
5.0,Very nice 👌 and fabric is superb 👌 go for it
5.0,I like this product. Thank you 🥳🥳🥳
5.0,Needs one more stitching.
3.0,"Not bad quality,"
4.0,Received as shown in pictures
5.0,It's good and the fabric is also good 😊😊😊 I love it thank you so much Flipkart for this good product
1.0,It's very bad febric turant fat gya
3.0,Little dull
2.0,Bed quality
5.0,Good quality. Worth it. You can go with it
5.0,Highly recommended
5.0,"Dress is super, quality and look wise it's awesome.

Go for it.."
2.0,Price is high according to quality but ok for daily wear......🙂
2.0,Material. Is. Not. Good
5.0,Very good 👍 product value for money..
5.0,"It's quality is very nice and soft ..must bye this ..thank you flipkart
."
5.0,Very good material at this price... Recived a lot of compliments.... Must buy it's a pretty outfit for any occasion
1.0,Very bad quality stitching also bad
5.0,Beautiful 😍 go fot it
5.0,Comfortable suit for summer but price is little high i think so.
5.0,Nice go for it 👍
5.0,Awesome😊 I am soo happy
5.0,"Nice fitting,Good cloth for this price"
5.0,Go for it guys.....👍👍👍
5.0,Nice product 😃
1.0,Cloth was very worst...it thorn by wearing on time...ii will not return it back..loss of money
5.0,Good product quality and fittings
5.0,I like the suit. Good Quality 👍
5.0,Love this product quality is osm material is wow pure cotton
2.0,Stitching quality is very poor and cloth is very fragile it can tear apart easily specially pant
5.0,Oh my god!! This is awesome ❤️❤️❤️❤️. I loved the Marron colur.
5.0,Best Marron colour kurta I have ever brought!! Great fit and finish. ❤️
4.0,Amazing 😍😍😍
4.0,"Wonderful kurta, nice colour and embroidery"
4.0,"Color is dark maroon,xxl size ,good quality crape cloth design is good"
5.0,Love this outfit soooo much 💯🔥❤️
5.0,"Rare threads! I love you❤️
The best clothing I've purchased!
QUALITY - 10/10
COLOUR - 10/10
DESIGN - 10/10
FIT - 4/10
Purchased XS and it felt like I've ordered XL. Please do work on the fitting alone.
But that doesn't stop me from purchasing the product, coz it just need a small alteration.
The bestesttttt."
4.0,Good product and good fabric in such an attractive price.
4.0,"I'm satisfied , good product"
4.0,Nice colour
5.0,Very nice beautiful colour
5.0,Nice quality
5.0,Excellent product 👍
5.0,Very very lovely kurta just loved it🥰🥰😍😍
5.0,Beautiful colour with beautiful work l like it
5.0,My heart was happy seeing the kurti. very nice
5.0,Very very very good product 10/10
5.0,Very nice kurti
5.0,Best product 🩷🩷🩷🩷🩷🩷🩷🩷 lots of love to filpkart thankyou 🫂
5.0,superb!
5.0,Great product
5.0,The size I bought was 'L'. The fitting was just right. The top is above knee length and the sleeve is full. The embroidery is kind of thread and jamikki work. The sleeve fabric is kind of synthetic and the top has lining also... the color is exact maroon. So go for it... it's a good one.
4.0,Nice very lovely dress
5.0,"Beautiful kurta ❤️Awesome material.. comfortable to
wear...go for it..without a second thought..u will definitely loved it
100"
3.0,Same As Shown In Pictures🫶❤️
5.0,Khub sundor eseche
5.0,Satisfied with the product ❤️❤️
5.0,"Very nice kurti, just too good"
1.0,Very bad fabric not comfortable even in light summer season or rainy season
5.0,To good
5.0,beautiful 😍 kurti
1.0,Not worth buying...quality is too low
4.0,Superb dress
4.0,Superb kurti
3.0,"Kurta is beautiful. I expected bottom also, but it is just the kurta"
5.0,Quality is so good
5.0,"I just love it.. literally it is awesome... It's colour, it's material just 💓💓💓💓💓"
5.0,Very nice color n qu
5.0,Yes yes this is 👌 Awesome
5.0,Excellent 👌
5.0,"Super product,, i really not expected it 🥹🥹 Thank you so much Flipkart ❤️❤️❤️❤️"
5.0,All gd
1.0,The cloth material is very bad. Some portions are damaged. Stitches are broken. And Lots of black spots like somebody pressed very high temperature iron. I suggest you do not buy this product.
5.0,Really I love this product
5.0,Fabulous 😍 I just loved it 😍
1.0,Very bad fabric kurti very very bad
4.0,Verry good
5.0,Very beautiful.... excellent
5.0,Lovely kurta... but didn't fits me perfectly so I exchange it
5.0,Sooo Preety
5.0,Amazing colour sooo Preety
1.0,Product quality is very poor
5.0,Very nice dress I ❤️ very much 👌 😍
5.0,Just owao... beautiful colour and very good quality..i love it thank you flipkart
5.0,Superb quality on this prize colour is also amazing....
3.0,Just awesome 👍
5.0,Superb quality colour osm febric quality very good 😊 I'm happy
5.0,Mind blowing 🥰🥰👌👌👌👌👌
5.0,Nice product.. value of money
5.0,The colour of the dree is so nice ☺️ i love it
4.0,Nice for occasion.worth it
5.0,Just amazing 😍
4.0,Thish dress is simple and party wear ...lovely dress
1.0,According to price it's bad kurti
5.0,Quality is awesome .
5.0,"Nice product 😃. Love this ❣️
This product is amazing according price"
4.0,Dress is osm bt delivery boy is very rude behaviour with me....
5.0,Just awesome ❤️❤️ must buy
5.0,Nice product thank you 😊
3.0,Kurta is all good but I hv ordered maroon but it comes pink but still kurta is too pretty I loved it
5.0,Superb quality
5.0,Osm kurti fittings 🤩. I m very satisfied with the product .
5.0,Very nice fabric...☺️
4.0,I like it but the colour of duppata is thoda sa fade
5.0,Very good item
5.0,Very nice 🥰🥰🥰
5.0,Very nice material 👍
5.0,"It',s good quality ❤️❤️,and perfect size ,I love it 👍👍"
5.0,Absolutely go for it✨❤️
4.0,It's really good according to the price 🩵
4.0,"I am an office going person and trust me the fabric color and everything is up to the mark in budget. I only got issues with the bottom size. It was a little tight for me. Apart from this, kurta and dupatta and color are all good. Color doesn't even fade after wash and cloth doesn't shrink after wash."
